"Start_Position"	"Hugo_Symbol"	"Variant_Classification"	"ShortVariantID"	"Freq"	"Heteroplasmy"	"Cancertype"
"2391"	4127	"MT-ND1"	"Missense_Mutation"	"G:4127:A"	"< 5"	0.0968707379906046	"HEPATOPANCREATOBILIARY(< 5)"
"2392"	4129	"MT-ND1"	"Missense_Mutation"	"A:4129:G"	"< 5"	0.0188581002262735	"BLADDER(< 5),SARCOMA(< 5)"
"2393"	4133	"MT-ND1"	"Missense_Mutation"	"C:4133:T"	"< 5"	0.253918708013843	"BREAST(< 5)"
"2394"	4135	"MT-ND1"	"Missense_Mutation"	"T:4135:C"	"< 5"	0.0634214456080145	"COLORECTAL(< 5),HAEMONC(< 5),OVARIAN(< 5)"
"2395"	4136	"MT-ND1"	"Missense_Mutation"	"A:4136:C"	"5"	0.14992389674335	"ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),RENAL(< 5),SARCOMA(< 5)"
"2396"	4136	"MT-ND1"	"Missense_Mutation"	"A:4136:G"	"13"	0.0581078657556638	"BREAST(< 5),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),RENAL(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2397"	4137	"MT-ND1"	"Silent"	"C:4137:T"	"< 5"	0.0176595422161589	"RENAL(< 5)"
"2398"	4142	"MT-ND1"	"Missense_Mutation"	"G:4142:A"	"25"	0.244174741886516	"BREAST(5),COLORECTAL(8),HEPATOPANCREATOBILIARY(< 5),LUNG(6),OVARIAN(< 5),PROSTATE(< 5),RENAL(< 5)"
"2399"	4142	"MT-ND1"	"Missense_Mutation"	"G:4142:C"	"< 5"	0.317203599843485	"PROSTATE(< 5)"
"2400"	4142	"MT-ND1"	"Missense_Mutation"	"G:4142:T"	"< 5"	0.481794904063436	"BLADDER(< 5),LUNG(< 5)"
"2401"	4144	"MT-ND1"	"Missense_Mutation"	"T:4144:C"	"7"	0.0934405218659196	"COLORECTAL(< 5),HAEMONC(< 5),MALIGNANT_MELANOMA(< 5),RENAL(< 5),SARCOMA(< 5)"
"2402"	4145	"MT-ND1"	"Missense_Mutation"	"T:4145:C"	"< 5"	0.293039087338261	"LUNG(< 5),PROSTATE(< 5)"
"2403"	4146	"MT-ND1"	"Silent"	"C:4146:T"	"< 5"	0.891552712061026	"LUNG(< 5)"
"2404"	4148	"MT-ND1"	"Missense_Mutation"	"G:4148:A"	"14"	0.220982609454274	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),OVARIAN(< 5),RENAL(< 5),SARCOMA(< 5)"
"2405"	4148	"MT-ND1"	"Missense_Mutation"	"G:4148:C"	"< 5"	0.0214015680601886	"BREAST(< 5),HAEMONC(< 5)"
"2406"	4152	"MT-ND1"	"Silent"	"C:4152:T"	"< 5"	0.0610150184200716	"BREAST(< 5),COLORECTAL(< 5)"
"2407"	4153	"MT-ND1"	"Missense_Mutation"	"G:4153:A"	"18"	0.420477063104528	"ADULT_GLIOMA(< 5),BLADDER(< 5),BREAST(< 5),CARCINOMA_OF_UNKNOWN_PRIMARY(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),PROSTATE(< 5),RENAL(< 5),SARCOMA(< 5)"
"2408"	4158	"MT-ND1"	"Silent"	"A:4158:G"	"< 5"	0.0743198066142056	"BREAST(< 5)"
"2409"	4160	"MT-ND1"	"Missense_Mutation"	"T:4160:C"	"5"	0.434685232478025	"BLADDER(< 5),HEPATOPANCREATOBILIARY(< 5),OVARIAN(< 5)"
"2410"	4163	"MT-ND1"	"Missense_Mutation"	"T:4163:C"	"< 5"	0.100573705954882	"ADULT_GLIOMA(< 5),BREAST(< 5),PROSTATE(< 5),SARCOMA(< 5)"
"2411"	4164	"MT-ND1"	"Silent"	"A:4164:G"	"< 5"	0.0133145881574595	"SARCOMA(< 5)"
"2412"	4169	"MT-ND1"	"Missense_Mutation"	"T:4169:C"	"5"	0.0651544683575624	"BREAST(< 5),LUNG(< 5),RENAL(< 5)"
"2413"	4171	"MT-ND1"	"Silent"	"C:4171:T"	"< 5"	0.0208116886600175	"BREAST(< 5),LUNG(< 5)"
"2414"	4172	"MT-ND1"	"Missense_Mutation"	"T:4172:C"	"< 5"	0.210030678869744	"BREAST(< 5),OVARIAN(< 5),RENAL(< 5)"
"2415"	4175	"MT-ND1"	"Nonsense_Mutation"	"G:4175:A"	"5"	0.105995189514383	"COLORECTAL(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),PROSTATE(< 5),RENAL(< 5)"
"2416"	4178	"MT-ND1"	"Missense_Mutation"	"A:4178:T"	"< 5"	0.0541003671970624	"BREAST(< 5)"
"2417"	4181	"MT-ND1"	"Missense_Mutation"	"A:4181:C"	"< 5"	0.370224707384098	"ENDOMETRIAL_CARCINOMA(< 5),RENAL(< 5)"
"2418"	4181	"MT-ND1"	"Missense_Mutation"	"A:4181:G"	"< 5"	0.0126849233749395	"BREAST(< 5)"
"2419"	4183	"MT-ND1"	"Missense_Mutation"	"T:4183:C"	"< 5"	0.0287583480986779	"COLORECTAL(< 5)"
"2420"	4184	"MT-ND1"	"Missense_Mutation"	"T:4184:C"	"5"	0.0628400587938758	"BREAST(< 5),OVARIAN(< 5),RENAL(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2421"	4185	"MT-ND1"	"Missense_Mutation"	"C:4185:A"	"< 5"	0.0207107996496058	"BREAST(< 5)"
"2422"	4185	"MT-ND1"	"Silent"	"C:4185:T"	"< 5"	0.0309843163414632	"LUNG(< 5),RENAL(< 5)"
"2423"	4186	"MT-ND1"	"Silent"	"C:4186:T"	"< 5"	0.273414135054305	"HAEMONC(< 5)"
"2424"	4187	"MT-ND1"	"Missense_Mutation"	"T:4187:C"	"< 5"	0.346099231988922	"ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2425"	4189	"MT-ND1"	"Missense_Mutation"	"C:4189:T"	"< 5"	0.416850511764937	"BREAST(< 5),RENAL(< 5)"
"2426"	4191	"MT-ND1"	"Silent"	"A:4191:C"	"< 5"	0.375452308583008	"RENAL(< 5)"
"2427"	4191	"MT-ND1"	"Silent"	"A:4191:G"	"< 5"	0.0110021452650935	"BREAST(< 5)"
"2428"	4193	"MT-ND1"	"Missense_Mutation"	"T:4193:C"	"7"	0.181152171473452	"BREAST(< 5),COLORECTAL(< 5),RENAL(< 5),SARCOMA(< 5)"
"2429"	4199	"MT-ND1"	"Missense_Mutation"	"T:4199:C"	"< 5"	0.092886818015914	"BLADDER(< 5),BREAST(< 5),PROSTATE(< 5)"
"2430"	4201	"MT-ND1"	"Missense_Mutation"	"G:4201:A"	"12"	0.237509101710289	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),OVARIAN(< 5),RENAL(< 5)"
"2431"	4201	"MT-ND1"	"Missense_Mutation"	"G:4201:C"	"< 5"	0.0828077508369274	"CARCINOMA_OF_UNKNOWN_PRIMARY(< 5),ENDOCRINE(< 5),ORAL_OROPHARYNGEAL(< 5)"
"2432"	4203	"MT-ND1"	"Silent"	"A:4203:T"	"< 5"	0.0534850595582826	"ENDOMETRIAL_CARCINOMA(< 5)"
"2433"	4204	"MT-ND1"	"Silent"	"T:4204:C"	"< 5"	0.0606243011901205	"COLORECTAL(< 5),RENAL(< 5)"
"2434"	4205	"MT-ND1"	"Missense_Mutation"	"T:4205:C"	"< 5"	0.149217951740942	"BLADDER(< 5)"
"2435"	4208	"MT-ND1"	"Missense_Mutation"	"T:4208:C"	"< 5"	0.212504397373963	"LUNG(< 5),RENAL(< 5)"
"2436"	4209	"MT-ND1"	"Silent"	"T:4209:C"	"< 5"	0.0511215081876978	"BREAST(< 5)"
"2437"	4211	"MT-ND1"	"Missense_Mutation"	"T:4211:C"	"< 5"	0.362997465444802	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5)"
"2438"	4213	"MT-ND1"	"Missense_Mutation"	"T:4213:C"	"8"	0.0725335657150962	"BREAST(< 5),COLORECTAL(< 5),SARCOMA(< 5)"
"2439"	4214	"MT-ND1"	"Nonsense_Mutation"	"G:4214:A"	"6"	0.162588168686511	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),OVARIAN(< 5)"
"2440"	4216	"MT-ND1"	"Missense_Mutation"	"T:4216:C"	"42"	0.0466706200826733	"BREAST(13),CHILDHOOD(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(8),HEPATOPANCREATOBILIARY(< 5),MALIGNANT_MELANOMA(< 5),ORAL_OROPHARYNGEAL(< 5),PROSTATE(< 5),RENAL(< 5),SARCOMA(5),UPPER_GASTROINTESTINAL(< 5)"
"2441"	4218	"MT-ND1"	"Silent"	"T:4218:C"	"< 5"	0.0183995717917838	"HAEMONC(< 5)"
"2442"	4219	"MT-ND1"	"Missense_Mutation"	"G:4219:A"	"21"	0.141851768408356	"ADULT_GLIOMA(< 5),BLADDER(< 5),BREAST(< 5),COLORECTAL(8),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),PROSTATE(< 5),RENAL(< 5)"
"2443"	4219	"MT-ND1"	"Missense_Mutation"	"G:4219:C"	"< 5"	0.0893434645323606	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5)"
"2444"	4220	"MT-ND1"	"Missense_Mutation"	"T:4220:C"	"7"	0.160426236561777	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),OVARIAN(< 5),RENAL(< 5)"
"2445"	4221	"MT-ND1"	"Silent"	"C:4221:A"	"< 5"	0.0209159108722427	"HEPATOPANCREATOBILIARY(< 5)"
"2446"	4222	"MT-ND1"	"Missense_Mutation"	"T:4222:C"	"5"	0.215545531602606	"COLORECTAL(< 5),OVARIAN(< 5),RENAL(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2447"	4223	"MT-ND1"	"Missense_Mutation"	"C:4223:T"	"< 5"	0.0164718937476159	"BREAST(< 5)"
"2448"	4224	"MT-ND1"	"Silent"	"C:4224:T"	"< 5"	0.0104021930977506	"LUNG(< 5)"
"2449"	4225	"MT-ND1"	"Missense_Mutation"	"A:4225:G"	"< 5"	0.752301865263625	"ENDOMETRIAL_CARCINOMA(< 5)"
"2450"	4226	"MT-ND1"	"Missense_Mutation"	"T:4226:C"	"< 5"	0.0160548348514123	"HEPATOPANCREATOBILIARY(< 5)"
"2451"	4228	"MT-ND1"	"Missense_Mutation"	"C:4228:T"	"< 5"	0.0189307170333233	"ENDOMETRIAL_CARCINOMA(< 5)"
"2452"	4229	"MT-ND1"	"Missense_Mutation"	"C:4229:T"	"< 5"	0.329025309639203	"CHILDHOOD(< 5)"
"2453"	4230	"MT-ND1"	"Silent"	"C:4230:T"	"< 5"	0.129336234646717	"OVARIAN(< 5)"
"2454"	4232	"MT-ND1"	"Missense_Mutation"	"T:4232:C"	"< 5"	0.49943581121567	"PROSTATE(< 5),SARCOMA(< 5)"
"2455"	4233	"MT-ND1"	"Silent"	"T:4233:C"	"< 5"	0.0246555151082029	"BREAST(< 5)"
"2456"	4234	"MT-ND1"	"Missense_Mutation"	"A:4234:T"	"< 5"	0.910762017753255	"RENAL(< 5)"
"2457"	4238	"MT-ND1"	"Missense_Mutation"	"T:4238:C"	"< 5"	0.0327272219165248	"COLORECTAL(< 5),LUNG(< 5),PROSTATE(< 5)"
"2458"	4240	"MT-ND1"	"Missense_Mutation"	"T:4240:C"	"< 5"	0.706383580242922	"ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),RENAL(< 5)"
"2459"	4242	"MT-ND1"	"Silent"	"C:4242:T"	"< 5"	0.48124497456782	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5)"
"2460"	4244	"MT-ND1"	"Missense_Mutation"	"G:4244:A"	"12"	0.272647524724862	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),LUNG(< 5),PROSTATE(< 5),RENAL(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2461"	4245	"MT-ND1"	"Silent"	"C:4245:T"	"< 5"	0.0228558260956083	"ADULT_GLIOMA(< 5),RENAL(< 5)"
"2462"	4247	"MT-ND1"	"Missense_Mutation"	"T:4247:C"	"< 5"	0.198135863660881	"BREAST(< 5),HAEMONC(< 5)"
"2463"	4248	"MT-ND1"	"Missense_Mutation"	"T:4248:A"	"< 5"	0.232629258231989	"RENAL(< 5)"
"2464"	4248	"MT-ND1"	"Silent"	"T:4248:C"	"< 5"	0.0445042722377149	"BREAST(< 5)"
"2465"	4249	"MT-ND1"	"Missense_Mutation"	"C:4249:A"	"< 5"	0.596841983481743	"BREAST(< 5),RENAL(< 5)"
"2466"	4249	"MT-ND1"	"Missense_Mutation"	"C:4249:G"	"< 5"	0.0133825913220492	"RENAL(< 5)"
"2467"	4249	"MT-ND1"	"Missense_Mutation"	"C:4249:T"	"< 5"	0.0237710373680707	"UPPER_GASTROINTESTINAL(< 5)"
"2468"	4250	"MT-ND1"	"Missense_Mutation"	"C:4250:T"	"< 5"	0.0431193742921192	"BREAST(< 5),RENAL(< 5)"
"2469"	4251	"MT-ND1"	"Silent"	"C:4251:T"	"< 5"	0.0641377713075701	"COLORECTAL(< 5)"
"2470"	4252	"MT-ND1"	"Missense_Mutation"	"C:4252:T"	"< 5"	0.0193487878931369	"COLORECTAL(< 5),OVARIAN(< 5)"
"2471"	4254	"MT-ND1"	"Silent"	"T:4254:C"	"< 5"	0.0470996150931824	"LUNG(< 5),SARCOMA(< 5)"
"2472"	4255	"MT-ND1"	"Missense_Mutation"	"C:4255:A"	"< 5"	0.464235828192294	"OVARIAN(< 5)"
"2473"	4260	"MT-ND1"	"Silent"	"C:4260:A"	"< 5"	0.157407407407407	"COLORECTAL(< 5)"
"2474"	4261	"MT-ND1"	"Silent"	"T:4261:C"	"5"	0.509937256606159	"BREAST(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),RENAL(< 5)"
"2475"	4264	"MT-TI"	"3'Flank"	"G:4264:A"	"8"	0.27496362294558	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),OVARIAN(< 5)"
"2476"	4264	"MT-TI"	"3'Flank"	"G:4264:C"	"< 5"	0.0175516726482068	"COLORECTAL(< 5)"
"2477"	4264	"MT-TI"	"3'Flank"	"G:4264:T"	"< 5"	0.0433304398148148	"BREAST(< 5)"
"2478"	4266	"MT-TI"	"3'Flank"	"A:4266:G"	"< 5"	0.0232671458155683	"HAEMONC(< 5)"
"2479"	4266	"MT-TI"	"3'Flank"	"A:4266:T"	"< 5"	0.567431478405316	"OVARIAN(< 5)"
"2480"	4267	"MT-TI"	"3'Flank"	"A:4267:C"	"< 5"	0.0104354425576321	"LUNG(< 5)"
"2481"	4268	"MT-TI"	"3'Flank"	"T:4268:C"	"11"	0.200061864029879	"BREAST(5),COLORECTAL(< 5),HAEMONC(< 5),LUNG(< 5),RENAL(< 5)"
"2482"	4269	"MT-TI"	"3'Flank"	"A:4269:G"	"< 5"	0.443150146627491	"BREAST(< 5),OVARIAN(< 5)"
"2483"	4270	"MT-TI"	"3'Flank"	"T:4270:C"	"< 5"	0.289442587597803	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5)"
"2484"	4271	"MT-TI"	"3'Flank"	"G:4271:A"	"8"	0.147353870292767	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),PROSTATE(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2485"	4271	"MT-TI"	"3'Flank"	"G:4271:C"	"< 5"	0.363731883888916	"BLADDER(< 5),BREAST(< 5),HEPATOPANCREATOBILIARY(< 5),PROSTATE(< 5)"
"2486"	4272	"MT-TI"	"3'Flank"	"T:4272:C"	"< 5"	0.0341392433400493	"LUNG(< 5)"
"2487"	4274	"MT-TI"	"3'Flank"	"T:4274:C"	"< 5"	0.269433443438196	"COLORECTAL(< 5),HAEMONC(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2488"	4275	"MT-TI"	"3'Flank"	"G:4275:A"	"10"	0.279480639798031	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),OVARIAN(< 5)"
"2489"	4275	"MT-TI"	"3'Flank"	"G:4275:C"	"< 5"	0.439477368175455	"COLORECTAL(< 5)"
"2490"	4278	"MT-TI"	"3'Flank"	"A:4278:G"	"< 5"	0.0318179307297133	"RENAL(< 5)"
"2491"	4279	"MT-TI"	"3'Flank"	"A:4279:G"	"< 5"	0.0188199242577549	"RENAL(< 5)"
"2492"	4280	"MT-TI"	"3'Flank"	"A:4280:G"	"< 5"	0.036564132327336	"BREAST(< 5)"
"2493"	4282	"MT-TI"	"3'Flank"	"G:4282:A"	"< 5"	0.296600506129055	"BREAST(< 5),COLORECTAL(< 5),MALIGNANT_MELANOMA(< 5),RENAL(< 5)"
"2494"	4284	"MT-TI"	"3'Flank"	"G:4284:A"	"15"	0.168183443484788	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),ORAL_OROPHARYNGEAL(< 5),OVARIAN(< 5),TESTICULAR_GERM_CELL_TUMOURS(< 5)"
"2495"	4285	"MT-TI"	"3'Flank"	"T:4285:C"	"9"	0.110898512842163	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),HAEMONC(< 5),LUNG(< 5),OVARIAN(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2496"	4286	"MT-TI"	"3'Flank"	"T:4286:C"	"< 5"	0.0577090804833179	"COLORECTAL(< 5),LUNG(< 5)"
"2497"	4289	"MT-TI"	"3'Flank"	"T:4289:C"	"< 5"	0.04542257059592	"COLORECTAL(< 5)"
"2498"	4290	"MT-TI"	"3'Flank"	"T:4290:C"	"< 5"	0.0734949174558956	"ADULT_GLIOMA(< 5),BREAST(< 5)"
"2499"	4292	"MT-TI"	"3'Flank"	"G:4292:A"	"6"	0.211309907604561	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),ORAL_OROPHARYNGEAL(< 5),OVARIAN(< 5)"
"2500"	4294	"MT-TI"	"3'Flank"	"T:4294:C"	"< 5"	0.0658484475051446	"COLORECTAL(< 5)"
"2501"	4295	"MT-TI"	"3'Flank"	"A:4295:G"	"< 5"	0.0215257993035771	"HAEMONC(< 5)"
"2502"	4296	"MT-TI"	"3'Flank"	"G:4296:A"	"17"	0.18787044707926	"BLADDER(< 5),BREAST(< 5),COLORECTAL(5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),PROSTATE(< 5),SARCOMA(< 5)"
"2503"	4298	"MT-TI"	"3'Flank"	"G:4298:A"	"10"	0.140847006622748	"BREAST(< 5),COLORECTAL(< 5),HAEMONC(< 5),LUNG(< 5),RENAL(< 5)"
"2504"	4299	"MT-TI"	"3'Flank"	"T:4299:C"	"7"	0.0700473645464231	"BLADDER(< 5),BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2505"	4303	"MT-TI"	"3'Flank"	"T:4303:G"	"< 5"	0.0309802511778171	"BREAST(< 5),RENAL(< 5)"
"2506"	4305	"MT-TI"	"3'Flank"	"A:4305:G"	"< 5"	0.0114625217547861	"HAEMONC(< 5)"
"2507"	4306	"MT-TI"	"3'Flank"	"T:4306:C"	"5"	0.0188296863038795	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),RENAL(< 5)"
"2508"	4308	"MT-TI"	"3'Flank"	"G:4308:A"	"21"	0.165464149202325	"BLADDER(< 5),BREAST(5),COLORECTAL(9),OVARIAN(< 5),RENAL(< 5)"
"2509"	4309	"MT-TI"	"3'Flank"	"G:4309:A"	"20"	0.0537846101521096	"ADULT_GLIOMA(< 5),BREAST(< 5),COLORECTAL(9),LUNG(< 5),PROSTATE(< 5),RENAL(< 5),SARCOMA(< 5)"
"2510"	4309	"MT-TI"	"3'Flank"	"G:4309:C"	"< 5"	0.289359351475399	"BREAST(< 5),SARCOMA(< 5)"
"2511"	4311	"MT-TI"	"3'Flank"	"G:4311:A"	"5"	0.0828586920576549	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),SARCOMA(< 5)"
"2512"	4311	"MT-TI"	"3'Flank"	"G:4311:C"	"< 5"	0.0478322594736267	"SARCOMA(< 5)"
"2513"	4316	"MT-TI"	"3'Flank"	"A:4316:G"	"< 5"	0.0240175671348186	"RENAL(< 5)"
"2514"	4321	"MT-TI"	"3'Flank"	"C:4321:T"	"< 5"	0.369570280656807	"BREAST(< 5)"
"2515"	4323	"MT-TI"	"3'Flank"	"T:4323:C"	"< 5"	0.208759231667156	"BREAST(< 5),COLORECTAL(< 5)"
"2516"	4326	"MT-TI"	"3'Flank"	"T:4326:C"	"< 5"	0.227245718994372	"LUNG(< 5),PROSTATE(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2517"	4327	"MT-TI"	"3'Flank"	"T:4327:C"	"< 5"	0.365330209966029	"BREAST(< 5),LUNG(< 5)"
"2518"	4328	"MT-TI"	"3'Flank"	"T:4328:C"	"< 5"	0.148576683713058	"BREAST(< 5),COLORECTAL(< 5),RENAL(< 5)"
"2519"	4329	"MT-TI"	"3'Flank"	"C:4329:A"	"< 5"	0.0662583223324026	"BLADDER(< 5),ENDOMETRIAL_CARCINOMA(< 5),OVARIAN(< 5)"
"2520"	4330	"MT-TI"	"3'Flank"	"T:4330:C"	"7"	0.105455540568126	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),HAEMONC(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5)"
"2521"	4332	"MT-TQ"	"3'Flank"	"G:4332:A"	"6"	0.131330770425228	"ADULT_GLIOMA(< 5),BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),RENAL(< 5),SARCOMA(< 5)"
"2522"	4334	"MT-TQ"	"3'Flank"	"A:4334:G"	"< 5"	0.0142950249837063	"LUNG(< 5)"
"2523"	4336	"MT-TQ"	"3'Flank"	"T:4336:C"	"10"	0.123448561702059	"BREAST(< 5),HAEMONC(< 5),LUNG(< 5),SARCOMA(< 5)"
"2524"	4339	"MT-TQ"	"3'Flank"	"G:4339:A"	"< 5"	0.179142227260318	"BREAST(< 5),COLORECTAL(< 5),OVARIAN(< 5),SARCOMA(< 5)"
"2525"	4341	"MT-TQ"	"3'Flank"	"G:4341:A"	"5"	0.0154891668159142	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),RENAL(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2526"	4344	"MT-TQ"	"3'Flank"	"T:4344:G"	"< 5"	0.114779629341224	"BREAST(< 5)"
"2527"	4346	"MT-TQ"	"3'Flank"	"G:4346:A"	"6"	0.0444283544334966	"BLADDER(< 5),COLORECTAL(< 5),HEPATOPANCREATOBILIARY(< 5),LUNG(< 5),RENAL(< 5)"
"2528"	4347	"MT-TQ"	"3'Flank"	"A:4347:G"	"< 5"	0.0666889345742718	"LUNG(< 5),SARCOMA(< 5)"
"2529"	4348	"MT-TQ"	"3'Flank"	"A:4348:G"	"< 5"	0.0856351042845577	"ADULT_GLIOMA(< 5),HAEMONC(< 5)"
"2530"	4351	"MT-TQ"	"3'Flank"	"C:4351:T"	"< 5"	0.0711849434582261	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5)"
"2531"	4353	"MT-TQ"	"3'Flank"	"T:4353:C"	"5"	0.218395402145525	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),HAEMONC(< 5),LUNG(< 5)"
"2532"	4357	"MT-TQ"	"3'Flank"	"T:4357:C"	"< 5"	0.0529850855495366	"BREAST(< 5),RENAL(< 5)"
"2533"	4358	"MT-TQ"	"3'Flank"	"G:4358:A"	"10"	0.39093107222457	"BLADDER(< 5),BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),OVARIAN(< 5),PROSTATE(< 5)"
"2534"	4360	"MT-TQ"	"3'Flank"	"G:4360:A"	"17"	0.115570998019918	"ADULT_GLIOMA(< 5),BLADDER(< 5),BREAST(< 5),COLORECTAL(6),HAEMONC(< 5),OVARIAN(< 5),PROSTATE(< 5),SARCOMA(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2535"	4360	"MT-TQ"	"3'Flank"	"G:4360:C"	"< 5"	0.0210859658608172	"LUNG(< 5)"
"2536"	4371	"MT-TQ"	"3'Flank"	"T:4371:C"	"< 5"	0.967918865776674	"BLADDER(< 5)"
"2537"	4372	"MT-TQ"	"3'Flank"	"C:4372:T"	"< 5"	0.0176067824798481	"CARCINOMA_OF_UNKNOWN_PRIMARY(< 5),COLORECTAL(< 5)"
"2538"	4373	"MT-TQ"	"3'Flank"	"T:4373:C"	"< 5"	0.408212883010184	"BREAST(< 5),LUNG(< 5),PROSTATE(< 5)"
"2539"	4376	"MT-TQ"	"3'Flank"	"G:4376:A"	"5"	0.106335149073517	"BREAST(< 5),ORAL_OROPHARYNGEAL(< 5),RENAL(< 5),SARCOMA(< 5)"
"2540"	4377	"MT-TQ"	"3'Flank"	"T:4377:C"	"7"	0.0693843334333344	"ADULT_GLIOMA(< 5),BREAST(< 5),LUNG(< 5),OVARIAN(< 5),RENAL(< 5)"
"2541"	4378	"MT-TQ"	"3'Flank"	"G:4378:A"	"6"	0.184463112104522	"BREAST(< 5),COLORECTAL(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),OVARIAN(< 5)"
"2542"	4389	"MT-TQ"	"3'Flank"	"C:4389:T"	"< 5"	0.0323856919727308	"BREAST(< 5),COLORECTAL(< 5)"
"2543"	4390	"MT-TQ"	"3'Flank"	"A:4390:G"	"< 5"	0.0469431971614281	"PROSTATE(< 5)"
"2544"	4396	"MT-TQ"	"3'Flank"	"T:4396:C"	"8"	0.0729287798565772	"BLADDER(< 5),HAEMONC(< 5),LUNG(< 5),OVARIAN(< 5),PROSTATE(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2545"	4399	"MT-TQ"	"3'Flank"	"T:4399:C"	"5"	0.238247323128981	"BREAST(< 5),COLORECTAL(< 5),LUNG(< 5),OVARIAN(< 5)"
"2546"	4403	"MT-TM"	"3'Flank"	"G:4403:A"	"< 5"	0.12848906593662	"BREAST(< 5),RENAL(< 5),UPPER_GASTROINTESTINAL(< 5)"
"2547"	4404	"MT-TM"	"3'Flank"	"T:4404:C"	"< 5"	0.0224913494809689	"UPPER_GASTROINTESTINAL(< 5)"
"2548"	4406	"MT-TM"	"3'Flank"	"A:4406:G"	"< 5"	0.10318799396146	"HAEMONC(< 5)"
"2549"	4407	"MT-TM"	"3'Flank"	"G:4407:A"	"12"	0.105823582254581	"BREAST(< 5),ENDOMETRIAL_CARCINOMA(< 5),LUNG(< 5),OVARIAN(< 5),RENAL(< 5)"
